-132.36666870117188,-23,1
-132.27466348210882,-10.018614335593888,1
-124.49923316080216,-36.23321602201467,1
-118.36666870117188,-23,1
-111.81345131818259,-29.430751881285445,1
-98.59512585399284,-40.12792150887228,1
-102.94261391595026,-29.959255388601647,1
-109.36666870117188,-23,1
-119.67954253701792,-22.22461791589552,1
-102.12421648469059,-17.617832187389386,1
-93.52104353101281,-16.890558089508605,1
-91.36666870117188,-23,1
-88.40165689488552,-34.17453974088442,1
-84.64584375086113,-20.974889275370344,1
-83.0703151651015,-16.511747196565608,1
-80.36666870117188,-23,1
-74.27835741578782,-13.987697219678871,1
-79.24168726256403,-5.634739542550491,1
-67.29995267256601,-9.831253245926597,1
-71.36666870117188,-23,1
-53.238201689736144,-13.834389106478461,1
-63.70034012082334,-21.60786858504905,1
-73.03253828996587,-9.995733996365061,1
-54.366668701171875,-22,1
-37.61375149254949,-9.267123844183274,1
-62.90074377382048,-15.657202477535762,1
-69.57483533255842,-25.969974564154953,1
-43.366668701171875,-22,1
-44.095862170587395,-39.44862834073267,1
-37.36669799011842,-40.31018334997978,1
-25.55591518207207,-19.26916490656871,1
-34.366668701171875,-22,1
-42.580456220548875,-8.365714329218868,1
-41.3642704402829,-29.470470056839105,1
-36.65956127325331,-31.541772077035347,1
-29.366668701171875,-22,1
-39.78779168089252,-28.509763921085323,1
-9.839087625674352,-38.603213281154694,1
-18.50419070331165,-32.260643769786874,1
-25.366668701171875,-23,1
-36.79459801349944,-3.385194271845833,1
-35.20217571214809,-29.06988709149676,1
-15.976566487044039,-3.2740554225209806,1
-23.366668701171875,-24,1
-39.66707055415208,-23.558856339594097,1
-25.025328315752187,-22.561095667505047,1
-34.58722266023637,-20.810455995648333,1
-20.366668701171875,-25,1
-12.295453032516072,-13.5212850900757,1
-22.77561374702991,-18.78151714885826,1
-6.362685263288256,-22.66187386803125,1
-18.366668701171875,-27,1
-2.324557716422831,-28.8139880235621,1
-12.984815584010974,-25.64333372329967,1
-20.52523254396598,-26.375466275495814,1
-17.366668701171875,-31,1
-8.330759233615098,-33.12128031398946,1
-35.89960196459846,-16.039268636095215,1
-20.871913618986852,-20.050868185236848,1
-16.366668701171875,-35,1
-32.37267861126631,-18.51220925428099,1
-8.29583811328402,-50.125484253844476,1
-23.500632693157776,-35.18903213260253,1
-14.366668701171875,-41,1
-0.3006472377783922,-38.28222812555532,1
-25.607517206590448,-32.421270632977624,1
-7.475927285587133,-24.42205888216254,1
-13.366668701171875,-51,1
4.825842086108224,-39.51752451688014,1
-3.9835128584812516,-57.312251356993876,1
-12.595431340727266,-61.67073105254283,1
-13.366668701171875,-58,1
-17.404005816043526,-51.22681096904738,1
-18.140920281983256,-67.66123196216674,1
-13.084056440030032,-59.911837274429246,1
-13.366668701171875,-63,1
5.144295302938907,-46.482547118603556,1
-14.604463286154598,-63.52494951272015,1
-16.53574642632314,-46.63897846439487,1
-15.366668701171875,-72,1
-31.937082496522823,-89.34900491043304,1
-20.11277232491718,-78.66396389641763,1
0.8523987499439798,-88.9321591795455,1
-18.366668701171875,-81,1
-32.079621873670916,-92.32768279752213,1
-29.97188183684363,-73.18842964392773,1
-37.95706164677883,-97.02525231103128,1
-21.366668701171875,-87,1
-1.3954180205874422,-71.54411357971593,1
-17.373069905327746,-85.98848389819472,1
-19.373719126743534,-74.04224962030881,1
-25.366668701171875,-95,1
-41.548479273028995,-114.70328633312903,1
-23.46061235286183,-78.48403511829942,1
-31.36503153317552,-102.64299453248111,1
-27.366668701171875,-101,1
-34.721704114916406,-115.68742023217827,1
-35.709469385925445,-84.03185083193054,1
-46.36345286035246,-108.44766732147082,1
-31.366668701171875,-110,1
-24.59921793150162,-117.92898584711651,1
-17.229656319273403,-102.64486672768487,1
-33.400732275922664,-110.32245858187947,1
-34.366668701171875,-116,1
-50.23991874403953,-132.59992287376747,1
-42.11173224224099,-102.63952286159827,1
-14.713088344879843,-96.41959377033643,1
-38.366668701171875,-123,1
-39.25008393280321,-112.6299437659558,1
-42.622494874685884,-130.5353431823486,1
-41.366668701171875,-126,1
-31.766487870515956,-126.13613701488475,1
-24.002041670479045,-132.62173110028675,1
-64.83862901405462,-129.77195457367233,1
-125.36666870117188,-133,1
-120.75824187249245,-123.75074837634048,1
-107.31270067808121,-128.3362895293721,1
-116.72757579067903,-109.57814954196323,1
-133.22555015102424,-30.654316080382742,1
-133.4974858845579,-29.586568805776636,1
-131.36666870117188,-39,1
-115.37539740769219,-31.238789648361514,1
-131.0122780912625,-58.123342821672296,1
-119.36666870117188,-33,1
-123.46594499191153,-21.750770564844625,1
-122.0479530997203,-41.61207248224909,1
-128.7495389220565,-33.522435814245654,1
-105.36666870117188,-31,1
-96.84724836239297,-50.34816055240169,1
-110.05997888827379,-12.032903511451089,1
-122.329816831221,-24.132745334010806,1
-97.36666870117188,-31,1
-93.36601848100864,-36.68798671980327,1
-110.66453371614219,-45.123883804795035,1
-89.15485051239997,-11.603908463018868,1
-89.36666870117188,-31,1
-94.82952087804713,-17.653860718220052,1
-85.23081305578006,-41.57581214625975,1
-77.73347955074453,-11.393004505070465,1
-83.36666870117188,-31,1
-78.98102062209391,-27.21104539885358,1
-101.56737470139825,-17.92035069472381,1
-85.14967259277563,-39.96888320285194,1
-75.36666870117188,-34,1
-63.311156021516844,-38.260759287559054,1
-61.23282052914344,-36.24679565855301,1
-58.634603803490705,-20.149899558305286,1
-69.36666870117188,-36,1
-80.27691937694877,-18.844670965876944,1
-74.51240110356306,-28.353845435708372,1
-78.56613678308719,-26.732502166815273,1
-62.366668701171875,-40,1
-54.73859396797468,-52.73200990382785,1
-71.25844579541784,-56.270096336338,1
-42.568949668439544,-43.16922766902876,1
-59.366668701171875,-43,1
-78.01764360830322,-25.771154464187184,1
-41.45427383724698,-50.71839251302872,1
-43.84379241830451,-48.95809572281414,1
-59.366668701171875,-49,1
-57.84047657196842,-51.89416250619234,1
-76.07657314895457,-37.876980939209886,1
-50.704790419889775,-40.97148508275979,1
-81.36666870117188,-67,1
-85.7519866595911,-84.8532592347406,1
-88.2176160629906,-68.93602740722599,1
-68.48922877152911,-47.263890123167435,1
-89.36666870117188,-71,1
-97.81481131995557,-71.18150963075888,1
-102.76850861385458,-53.570490705668085,1
-97.41582914219246,-72.6830586922432,1
-103.36666870117188,-75,1
-108.61269050796648,-69.29129711351764,1
-92.91998588678243,-60.6852133411816,1
-106.20601702604017,-58.34279937880549,1
-121.36666870117188,-83,1
-101.53930589018448,-66.26627983340981,1
-112.90096807006833,-67.85223216293012,1
-131.36666870117188,-91,1
-111.71248535897888,-97.71891811957143,1
-125.32628264721106,-114.5236448028142,1
-122.36666870117188,-103,1
-119.46927487912052,-104.59968002678046,1
-133.7414953740131,-111.57583185925323,1
-104.36666870117188,-94,1
-90.69369924175095,-88.54184137196597,1
-114.12152584770195,-82.51156051898225,1
-95.44423379726177,-111.56578792198036,1
-85.36666870117188,-85,1
-85.73423925195502,-98.81545069342909,1
-84.11808787989025,-90.32343114409078,1
-76.76168790583928,-68.60449374262849,1
-66.36666870117188,-76,1
-66.96014306789405,-77.94303443120624,1
-68.94063552065772,-87.98198172166019,1
-54.47416154741313,-60.20572055923928,1
-57.366668701171875,-72,1
-53.03328972349889,-81.96306224083811,1
-69.04592276587292,-74.99160706225402,1
-73.16652192364637,-83.77306539471235,1
-56.366668701171875,-71,1
-37.43094735258791,-68.93884644167106,1
-37.247083438422536,-84.883791507424,1
-42.488298096080335,-68.0707405271295,1
-53.366668701171875,-67,1
-35.18302359010267,-77.05360303148007,1
-71.7332253055793,-80.49848437189789,1
-71.917579219111,-75.74991286604622,1
-50.366668701171875,-61,1
-61.585731637684965,-71.84060467506438,1
-69.70139635903207,-67.27976969120915,1
-33.325315407454575,-46.26717683067585,1
-47.366668701171875,-50,1
-42.151865689414215,-67.34431828800705,1
-52.79086345280904,-69.92781867946289,1
-38.68784836660123,-61.90584724002743,1
-43.366668701171875,-43,1
-27.921065921109133,-31.644061284071395,1
-40.17341272250566,-33.47588710956832,1
-49.714279352886194,-35.19050388251752,1
-39.366668701171875,-39,1
-22.584144046360016,-51.99339436956671,1
-28.071922383711843,-40.154090710279135,1
-31.48421112900619,-21.828152642567318,1
-36.366668701171875,-37,1
-18.903917596911896,-43.07147869415515,1
-21.383058641102345,-30.949668242259115,1
-39.320914402520444,-43.03654105659582,1
-34.366668701171875,-37,1
-26.43620847688478,-22.221518569967017,1
-39.85486610502844,-24.64840637643192,1
-45.7850984419228,-38.87113534602919,1
-34.366668701171875,-40,1
-35.93466052502205,-41.32318622878712,1
-28.138478447139583,-21.723699499190666,1
-15.737031700277718,-58.04771435583267,1
-39.366668701171875,-65,1
-52.84705509927508,-81.89928594216641,1
-20.480581264461016,-73.88879217826394,1
-28.101670647224708,-69.07688849525223,1
-44.366668701171875,-75,1
-51.67726291974782,-78.90825157683403,1
-31.208600669367414,-68.43494406435548,1
-56.19228383150994,-74.03758338683811,1
-51.366668701171875,-85,1
-47.75598644378901,-86.49854502304241,1
-38.12761536722782,-76.80877142521278,1
-49.86021918366649,-104.71555911494332,1
-56.366668701171875,-98,1
-71.87862083392686,-100.66313020341603,1
-47.67625804053092,-111.70598503661867,1
-50.39080029081286,-102.49629886291562,1
-61.366668701171875,-107,1
-79.19403170020328,-94.29542473164811,1
-50.3966911052557,-106.5257808099772,1
-53.569809181669044,-123.0805451595403,1
-63.366668701171875,-109,1
-62.47469300329374,-123.7030384348345,1
-64.12670299397759,-127.87713350803068,1
-71.46732326597454,-106.4783888487677,1
