uniform,normal
31.964794047242368,19.068274222495763
22.98115788939886,21.314089008838092
24.754696029596523,19.493058395323843
12.707407592377372,17.917177014485503
29.111599437043918,11.421302131542266
33.57226538405362,18.73070405862892
34.82180186821253,21.472566717598383
35.811280834595024,19.384156320398354
16.919166155602,19.63514516966748
19.04973558953484,21.677996540907746
34.71408891116119,27.636145293855268
19.86621528843204,13.087055996242846
32.94375611768453,24.070879166210947
20.75525514905906,14.707132522598656
34.04477190202242,32.03238623823634
29.492440324185193,15.212689931303977
35.68449960682399,20.39204390436181
31.16758363482924,18.010389072728994
24.89367780192059,17.022502377674698
12.227986947006954,13.730655224840197
25.173139024649963,24.092012056684464
37.27051804843433,23.033857527699872
30.16661219086518,15.746720008467298
13.830302795578492,15.950889544843331
21.055023473280663,17.080294703569916
11.27651963501201,16.645551111711676
18.125675635425235,22.510350513214817
16.618490349988683,17.816358488104246
36.42787144897648,16.570890826990812
30.97738291419316,16.539323861062602
22.27382641792905,22.639692123731066
25.342779525655956,24.162698417554104
21.450022033511956,21.258444923499724
15.681910422249073,27.159728931134758
39.57679607445809,28.063523994850744
37.679309178930154,18.757477399547664
29.62991704520749,19.172099296081555
35.13399583292578,15.830072923320882
25.59217692911199,11.444699736129062
38.55141999691639,19.793789563182894
11.774652704482913,12.046495336851676
15.14686006239382,21.080021082332426
39.16280410279947,16.30514434643228
16.139642104777288,17.574873791517376
30.55825191268026,21.76674322383223
19.528051212984998,16.394580885382833
19.657837865372144,15.920427634524493
27.781523097420667,25.174744866249707
39.07927464466533,22.81186794001955
34.743127301187094,27.908239281905495
12.338558099364654,15.847768209760616
28.299701029261886,23.69423919110166
21.297789372772897,23.225523450738027
28.868678112841856,23.38478165968152
15.687109358266628,19.568963613622763
37.11086817833943,18.566231014166835
26.57925878563872,9.977420916325084
28.843936851490643,22.811060648766926
33.11821255650144,18.993864977317255
28.03048595708781,21.319979513847798
20.399794466703014,27.13410929995457
14.399893251621627,27.340727052543652
15.077796352122679,24.587801218904023
38.70900638519666,21.291576373362897
10.908413435131806,21.47398257215225
10.873599142531754,15.009331918880273
15.576497944304212,24.17002730564187
29.911758897162137,24.775586599253845
29.71300710774286,30.482215806102978
10.205792855228108,23.949630846311596
29.611234738819736,18.12985305332232
11.571699173801788,29.456984508009302
32.806692909461866,14.446877675689715
39.40985410971699,22.248799729758407
11.862070800537168,19.634346737678886
21.99264223554624,24.629717126601413
23.214435096854714,14.221831401640282
14.146455805936638,9.011920686410804
19.162353693881972,13.90109504966016
16.461267536509133,23.359840997666662
39.66138655831212,12.950490099103298
16.54181869754182,24.374562683242427
13.043612811815727,22.763547327120037
17.514665386271606,17.739774127289337
25.634109850642243,9.423781336340282
37.783778089125285,18.831313428941105
23.741995087055592,18.611038115079666
26.108115075032728,25.09386411215654
15.70758051046022,22.14517391663916
32.19943185385435,22.150508957022947
15.872069159699063,28.970360166270005
23.068275688694243,20.574788183843133
30.09980962682419,18.295301590349013
25.51481422728036,23.75997644549733
22.08592610842603,20.10635655163546
39.830566538887894,17.924871006743924
29.523068664992948,21.264943781508666
26.26422815012276,19.32480724564606
36.2947388471086,25.268995632248195
35.07383280553972,22.326307781594725
11.848243017115674,17.173800333171986
20.33389430584731,8.03673082411297
24.903457453332802,18.058741547959837
24.269662599025445,18.034642735198457
36.90037633977627,17.740384453093636
30.992925846272108,18.168610877907994
25.03712883896476,16.974240137468204
18.55152133255904,22.361300390958505
15.906337092108998,20.60581313253653
23.07292984043606,23.78525645593939
39.11153191219557,23.30650428599271
23.27605871195015,7.720704484549801
36.23698846072774,12.994249546787419
27.95217173458608,17.30475332918216
11.338088364123708,14.098446557777791
24.229457856661597,29.185282302674697
19.40553844504362,20.465594847148324
10.035334042885712,29.972377620046586
34.53643637970633,22.428646677117182
11.657798345640288,25.386135571662738
16.826977556375677,15.068804770644675
12.799254349372305,17.43482559210415
15.48858569212332,20.152882697280283
32.84430658443924,18.89433137113365
27.589517952700454,19.59373973573143
24.490160433808626,21.36797241653503
17.007700839559803,10.288386305609173
21.742405728148054,21.815520334780548
11.635959779639022,23.37614172860047
37.8813604784072,15.690715608814887
33.62014281600355,15.274024677228127
39.97782188749,17.155299520211052
18.026747897445606,23.351362417771597
12.784888645098967,19.335205785926373
11.925855070934476,21.83863322073349
32.74111925400018,17.52821753207408
27.22136950214426,16.40291870769284
15.51075989194147,15.270379291329373
18.67332479720119,25.93013203779638
20.206228836052922,18.151439830638758
39.806302717589006,23.736979195035662
39.63992830934949,23.966430351497657
25.085399769815808,21.975300511080544
11.664774691885118,23.519059218049918
11.109097715460685,25.953865246517065
17.13639999477957,14.95127988076611
37.73416158449918,22.93797700033217
20.9679383179708,18.5964381053395
29.563020620313054,12.445743956350412
33.839602982026804,26.707372325964727
24.338243468690877,19.13908940209814
34.65635276514304,19.395777274455217
34.57330507271769,24.959006177019894
20.48912322898503,14.987511321047442
17.81358779709892,20.398719547870197
24.28780471122101,17.978612350998745
33.71406886532638,13.079931852956616
33.171994226609,20.909533125228403
13.750394763226835,27.8743052065204
35.35916253574596,9.314018788666424
25.426752649589574,21.85489036827297
35.55811290718982,15.401220378504409
20.167941150127625,16.825122523180543
28.388733994747184,23.731733121218085
18.904456645813728,23.520650150231827
33.3454344402593,20.669501911383975
13.975569205651595,22.658776523146745
31.062929580218892,22.5587972601945
28.80766810478165,17.141204736572885
10.998094405168583,20.9961189553199
33.32764792187755,26.672156880008824
15.965789585407952,20.138157355131472
39.679818118312014,23.423906842688048
29.568918802359562,18.461647987157825
33.64785950256391,23.91951321223839
14.575016751808663,8.089740378995451
36.209126946391635,11.771769259201395
20.29871022141812,19.18445126820559
15.124284280630562,21.08409628595498
19.874987802967553,15.897870081888438
38.059039127424924,14.093483601263532
15.140085089756974,17.032103060473293
18.405285345310848,20.709352285539445
27.813196693170116,24.1096687838777
31.02602104790292,28.882110234963463
17.861407059044822,17.021996727751123
11.045340093983727,23.04851303827557
16.205176283739732,27.698885562223758
38.39864717597108,26.089344719127347
19.09569933317733,15.09638275229555
37.4586866035452,19.6026519915742
12.850961412449454,26.514819437149725
22.359958060168903,17.939567802976235
28.65908098420347,20.573721418433664
33.11146625475141,23.523069734015127
14.816801432775723,24.65158857442278
10.126678661298183,24.0393987844054
19.893980440505885,21.33233165235006
14.884920227352318,17.161187668116945
25.918005571273028,20.38295365864835
24.06492367992564,9.893772455304832
22.88075026271214,22.121731760103938
33.88615938120919,9.993246229290085
25.504435378805955,17.56983150840952
26.898068167109045,23.00607629812502
28.433744267500654,17.04678455652776
19.07899105999553,16.706414933591375
39.716622483494234,18.09975379034132
28.486659755968102,25.049977479567545
22.6388717950367,19.17608855816119
33.09931866274754,15.873106773867534
24.33430339594446,15.766267425752233
14.305668224926645,12.998265504356574
39.27521837658006,18.429168098981116
30.659886909224408,16.085432633118373
38.14854835128254,24.570237417458465
28.27156399893287,16.623645295403744
13.462600734178903,18.793138369449366
24.842854909967556,19.152976629017104
27.32136601888512,21.068080752631847
37.48999077773184,22.777869416335086
31.269670768022902,16.843920217656358
35.26061827761215,22.241850892246372
35.60657161614351,20.845299925464698
16.960699421610663,14.566409554434284
10.56827866867077,27.198708305325212
18.242425706389113,25.494122519130862
30.414881405223728,21.79624768823871
21.162414299492568,21.835500712512175
26.90448656125084,37.25954561805721
18.713965437921335,15.754900765907777
13.76727768296988,21.759204649335178
24.073747067005822,18.179982257798322
36.59724717037918,34.47439830307522
21.70451512895061,18.21278983216482
10.417626129663061,23.745277630531177
26.080108537426714,24.255684373047213
28.903564488481347,21.518557110205187
18.057915962521385,22.122633542152872
