-129.3666687,28
-130.2825405,26.38044672
-119.3666687,12
-111.6591388,2.767885666
-118.9965087,-6.008839113
-120.2732986,-4.216363086
-104.3666687,-17
-93.49616653,-32.77307697
-90.57753181,-8.01854712
-92.12687591,-26.56924799
-94.3666687,-34
-79.95877395,-39.99838317
-78.73134671,-27.33976984
-95.73636238,-41.8585366
-84.3666687,-54
-64.72067048,-49.57338144
-91.07288365,-47.23588728
-98.92719535,-44.76591379
-81.3666687,-63
-67.56987056,-67.6866821
-71.1382819,-48.83605163
-90.052173,-56.05396411
-71.3666687,-71
-64.08995416,-58.93541776
-53.16485279,-53.25663051
-65.44311076,-53.89471019
-62.3666687,-73
-45.57041865,-62.55542016
-46.20434738,-76.02883498
-43.63936519,-80.03589205
-53.3666687,-74
-53.50921418,-66.80294571
-42.86456773,-58.18206098
-36.78647055,-63.47853027
-29.3666687,-74
-37.89105079,-78.0139197
-25.69199547,-80.33179004
-25.23604873,-72.93169888
-7.366668701,-73
2.570294342,-83.60424117
-19.72001751,-73.08075377
-14.24416164,-74.28974063
6.633331299,-70
24.2031876,-64.97792309
21.25148392,-85.99588113
-1.761432864,-84.04060498
18.6333313,-65
11.63758663,-49.24674798
21.73315926,-80.99572195
20.28989478,-63.7273938
36.6333313,-51
34.45842359,-68.99832735
52.66918612,-32.76342796
39.09983286,-60.99612489
46.6333313,-41
59.31796618,-50.21661198
33.94262007,-49.25678901
59.6832795,-48.6598748
58.6333313,-28
78.09015216,-12.6443805
41.42473863,-37.69424287
64.40859017,-30.32853446
67.6333313,-12
82.04980526,-10.82804717
83.30644793,-2.176085061
50.34344279,3.615975343
78.6333313,6
77.03356983,-4.161392552
81.41796163,12.63129308
79.722572,24.35479872
95.6333313,29
107.5473061,13.41414175
112.5032779,46.50074409
106.7927196,46.13637707
101.6333313,39
101.4612824,51.70452113
104.1282216,55.1518653
120.9062982,35.70501584
110.6333313,52
109.0655811,47.02424894
129.3973762,70.79819517
107.4888468,60.65451485
118.6333313,70
117.9786612,68.06914297
123.5350352,59.54456019
131.2453834,53.3134309
125.6333313,87
118.1214685,67.80945807
124.0310794,101.1977628
129.6333313,95
113.7061161,93.75125077
129.2249944,103.1504877
132.6333313,101
132.6333313,99
115.1823594,95.32878592
128.4091728,107.754816
131.6333313,-114
116.3846008,-118.214869
124.0586619,-113.2954146
